sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.1672;-1.0375;5.2017;0.1002;-0.0459;9.806;1.2967;0.1267;-4.9182;0.2618;0.1283;0.1165;3205.0;-3.27;-38.21;-37.13;166.87;-23.74;2.57;2.0;990.73;20.113;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8210;2017-04-10 18:23:50:665
0.9707;-2.0103;8.8043;-0.1891;-0.0682;9.8046;0.9459;-1.5819;0.016;0.0339;-0.1892;0.3562;3140.0;-3.27;-38.21;-37.13;166.87;-23.74;2.57;2.0;990.73;19.963;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8311;2017-04-10 18:23:50:766
0.6114;1.6863;13.6367;0.2201;0.4912;9.7919;0.9459;-1.5819;0.016;-0.372;0.6119;0.0154;3140.0;-4.57;-38.38;-37.06;163.6;-23.87;1.29;2.0;990.74;19.963;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8410;2017-04-10 18:23:50:865
-2.6103;4.2513;17.4433;0.0211;0.2836;9.8025;-0.1769;-0.6089;3.1297;0.1862;-0.2062;-0.2861;3263.0;-4.57;-38.38;-37.06;163.6;-23.87;1.29;2.0;990.73;19.963;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8510;2017-04-10 18:23:50:965
-1.8431;-0.7567;8.5473;0.0211;0.2836;9.8025;-2.0545;0.4053;-0.1755;0.0499;0.1027;-0.2361;3263.0;-5.6;-38.06;-37.31;161.13;-22.32;1.93;2.0;990.73;19.899;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8610;2017-04-10 18:23:51:065
0.524;0.2678;6.5245;0.1067;-0.1397;9.8051;0.441;0.1921;-3.571;0.2895;0.1219;0.0548;3177.0;-5.6;-38.06;-37.31;161.13;-22.32;1.93;2.0;990.71;19.899;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8711;2017-04-10 18:23:51:166
0.2708;-2.6697;6.2886;0.3409;-0.3263;9.7953;0.1136;-1.7605;-3.4935;0.2895;0.1219;0.0548;3177.0;-6.1;-37.9;-37.38;157.02;-24.76;3.32;2.0;990.71;19.899;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8811;2017-04-10 18:23:51:266
-0.9818;1.0014;15.3689;0.0772;-0.1075;9.8058;0.4571;-1.2391;1.2655;0.1606;-0.0368;0.0068;3177.0;-6.1;-37.9;-37.38;157.02;-24.76;3.32;2.0;990.72;19.177;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8910;2017-04-10 18:23:51:365
0.2624;4.1648;13.8374;0.0091;0.1393;9.8057;0.4571;-1.2391;1.2655;0.0403;0.2817;0.1666;3177.0;-5.52;-38.38;-36.56;156.0;-25.51;3.51;2.0;990.72;19.177;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9011;2017-04-10 18:23:51:466
-1.98;0.0432;9.4759;-0.3364;-0.0717;9.8006;0.2222;2.0185;3.3873;0.4983;-0.2861;0.4904;3177.0;-5.52;-38.38;-36.56;156.0;-25.51;3.51;2.0;990.73;19.177;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9111;2017-04-10 18:23:51:566
-0.4942;-0.0243;6.5383;-0.3364;-0.0717;9.8006;-1.0973;0.0461;-0.8814;-0.3571;0.3744;-0.0944;3177.0;-5.36;-39.25;-35.51;163.81;-25.08;1.34;2.0;990.73;19.177;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9211;2017-04-10 18:23:51:666
1.9685;-1.5262;7.6882;0.0376;0.3775;9.7993;0.0085;0.8232;-2.771;0.0264;0.0505;0.3786;3177.0;-5.36;-39.25;-35.51;163.81;-25.08;1.34;2.0;990.72;20.334;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9311;2017-04-10 18:23:51:766
-0.5078;-1.0397;11.6269;-0.1465;0.0686;9.8053;1.9233;-1.5392;-1.724;0.0264;0.0505;0.3786;3177.0;-6.17;-39.18;-35.53;162.88;-24.45;0.56;2.0;990.75;20.334;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9410;2017-04-10 18:23:51:865
0.066;0.2698;12.4572;-0.106;0.3347;9.8004;1.0538;1.1683;3.6936;-0.4529;-0.2083;-0.4289;3177.0;-6.17;-39.18;-35.53;162.88;-24.45;0.56;2.0;990.75;20.334;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9511;2017-04-10 18:23:51:966
-1.4975;1.9609;10.0112;-0.0517;0.2063;9.8043;1.0538;1.1683;3.6936;-0.4061;-0.5066;-0.2829;3305.0;-7.75;-38.26;-36.33;158.74;-22.4;0.54;2.0;990.73;20.413;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9610;2017-04-10 18:23:52:065
-0.5702;0.6252;8.0228;0.0229;0.061;9.8064;-1.9278;2.1073;1.1643;0.1574;-0.2563;-0.1402;3305.0;-7.75;-38.26;-36.33;158.74;-22.4;0.54;2.0;990.73;20.413;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9711;2017-04-10 18:23:52:166
0.3413;-0.9587;5.473;0.2137;-0.071;9.8041;0.2897;0.5966;-3.021;0.2224;0.0644;-0.0507;3305.0;-8.01;-37.79;-36.4;158.57;-22.12;0.82;2.0;990.71;20.413;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9811;2017-04-10 18:23:52:266
1.0849;-0.7966;9.7157;0.2137;-0.071;9.8041;0.2072;-0.8501;-3.9932;-0.1131;-0.1721;-0.1444;3305.0;-8.01;-37.79;-36.4;158.57;-22.12;0.82;2.0;990.71;19.867;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;9910;2017-04-10 18:23:52:365
1.3292;0.4023;12.4272;0.1323;-0.1347;9.8048;0.0568;-1.3336;0.854;-0.2111;0.3445;0.0889;3256.0;-6.83;-37.81;-36.7;159.07;-23.13;1.29;2.0;990.74;19.867;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10011;2017-04-10 18:23:52:466
-0.6869;-0.1379;12.9015;0.1783;0.1416;9.804;-0.2614;-1.09;3.1714;-0.2111;0.3445;0.0889;3256.0;-6.83;-37.81;-36.7;159.07;-23.13;1.29;2.0;990.74;19.867;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10111;2017-04-10 18:23:52:566
-0.2459;-1.344;7.15;-0.1312;-0.2544;9.8025;-0.2834;-0.3617;-2.2173;-0.0631;-0.3085;-0.202;3256.0;-5.82;-38.53;-36.56;160.52;-22.73;2.66;2.0;990.76;20.458;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10210;2017-04-10 18:23:52:665
-0.0422;1.4743;7.2764;-0.4968;0.0375;9.794;-0.2834;-0.3617;-2.2173;-0.7576;-0.5173;-0.3969;3256.0;-6.03;-38.67;-36.82;160.52;-22.73;2.66;2.0;990.76;20.458;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10310;2017-04-10 18:23:52:765
1.0226;-0.5007;5.6395;7.0E-4;-0.2618;9.8032;-0.5559;1.0488;-1.5457;0.395;-0.1338;0.1624;3256.0;-6.66;-38.6;-36.95;163.16;-21.53;-0.2;2.0;990.74;20.458;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10410;2017-04-10 18:23:52:865
1.2818;-0.1248;9.7061;7.0E-4;-0.2618;9.8032;1.6585;-1.072;-3.6165;-0.209;-0.3095;-0.0262;3256.0;-6.66;-38.6;-36.95;163.16;-21.53;-0.2;2.0;990.73;20.458;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10510;2017-04-10 18:23:52:965
1.0962;1.5096;13.1951;-0.1094;-0.0801;9.8057;0.9041;0.2812;1.7781;-0.0939;0.2923;0.4446;3205.0;-7.18;-38.3;-37.02;163.55;-21.79;-1.01;2.0;990.73;19.592;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10612;2017-04-10 18:23:53:067
-3.6186;3.1192;18.2479;-0.0357;0.3629;9.7999;-2.8736;2.1998;6.6539;-0.0939;0.2923;0.4446;3205.0;-7.18;-38.3;-37.02;163.55;-21.79;-1.01;2.0;990.72;19.592;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10711;2017-04-10 18:23:53:166
-1.3105;-0.8252;7.9808;0.3566;-0.3358;9.7944;-0.7778;-0.6935;-2.8875;0.8669;0.6162;0.0729;3205.0;-7.92;-37.43;-37.51;160.91;-19.69;-0.58;2.0;990.72;19.592;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10811;2017-04-10 18:23:53:266
0.9804;0.3413;6.8207;0.5831;-0.1253;9.7885;-0.7778;-0.6935;-2.8875;-0.307;0.2359;-0.3543;3205.0;-7.78;-37.28;-37.52;160.91;-19.69;-0.58;2.0;990.73;20.54;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;10911;2017-04-10 18:23:53:366
0.1133;-2.7997;6.2044;0.7632;-0.4428;9.7669;0.224;0.4292;-2.9149;0.362;0.1134;0.1357;3205.0;-7.38;-37.17;-37.23;155.02;-23.56;3.1;2.0;990.73;20.54;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11010;2017-04-10 18:23:53:465
0.1973;-0.9975;9.8352;-0.1833;0.1216;9.8042;0.4589;-2.0922;-2.2556;-0.2239;-0.0645;-0.0337;3205.0;-7.38;-37.17;-37.23;155.02;-23.56;3.1;2.0;990.72;20.54;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11111;2017-04-10 18:23:53:566
-0.965;-0.1508;15.1519;-0.1833;0.1216;9.8042;-0.6124;0.05;4.5929;-0.0631;0.3062;0.2039;3205.0;-6.52;-37.2;-37.27;157.1;-22.47;2.37;2.0;990.72;23.62;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11210;2017-04-10 18:23:53:665
0.6446;4.3869;13.3466;-0.0388;0.0275;9.8065;0.5468;3.1983;2.1902;0.5132;-0.0379;0.5714;3205.0;-6.52;-37.2;-37.27;157.1;-22.47;2.37;2.0;990.75;23.62;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11311;2017-04-10 18:23:53:766
-1.3409;-0.0568;8.9567;-0.1158;-0.3285;9.8005;-0.6293;-1.0738;-2.0557;0.5132;-0.0379;0.5714;3170.0;-6.24;-37.83;-36.78;160.76;-22.23;2.21;2.0;990.73;23.62;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11411;2017-04-10 18:23:53:866
1.6742;-1.8271;6.3611;-0.0241;-0.2576;9.8032;0.6447;-0.5189;-4.0609;0.0658;0.1315;0.0643;3170.0;-6.94;-38.05;-37.02;158.33;-23.6;1.53;2.0;990.73;21.151;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11510;2017-04-10 18:23:53:965
-0.8872;-0.7887;11.4821;-0.2536;-0.1963;9.8014;0.6447;-0.5189;-4.0609;-0.03;-0.3202;0.0686;3170.0;-7.25;-37.92;-36.84;158.33;-23.6;1.53;2.0;990.73;21.151;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11610;2017-04-10 18:23:54:065
-1.4768;-0.9265;12.3272;-0.3357;0.3816;9.7935;1.0387;-0.8496;0.0498;-0.6628;0.2551;-0.2222;3170.0;-7.25;-37.92;-36.84;158.33;-23.6;1.53;2.0;990.73;21.151;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11711;2017-04-10 18:23:54:166
-2.0617;1.7252;10.5808;-0.3357;0.3816;9.7935;-1.1855;-0.5541;3.7643;-0.1312;-0.236;-0.611;3301.0;-8.22;-37.81;-36.83;159.68;-20.8;0.46;2.0;990.72;21.151;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11811;2017-04-10 18:23:54:266
-0.1352;-0.3935;6.0307;-0.111;-0.0495;9.8059;-2.4004;0.0451;-0.9019;0.0158;0.3871;-0.5844;3301.0;-8.22;-37.81;-36.83;159.68;-20.8;0.46;2.0;990.72;23.146;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11911;2017-04-10 18:23:54:366
0.4916;-0.2906;6.268;0.2795;-0.0297;9.8026;0.4043;0.2963;-3.7907;0.0158;0.3871;-0.5844;3301.0;-8.46;-37.45;-37.46;156.04;-21.52;2.04;2.0;990.73;23.146;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12010;2017-04-10 18:23:54:465
1.1576;-1.4884;7.9622;0.1358;-0.1121;9.8051;0.5359;-1.2492;-2.579;0.1883;0.0047;0.0196;3217.0;-8.46;-37.45;-37.46;156.04;-21.52;2.04;2.0;990.73;23.146;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12111;2017-04-10 18:23:54:566
0.3763;-0.7919;11.7259;0.0095;-0.1198;9.8059;0.5359;-1.2492;-2.579;0.0722;-0.2083;-0.0166;3217.0;-7.56;-37.36;-37.7;154.01;-22.44;2.54;2.0;990.71;21.721;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12211;2017-04-10 18:23:54:666
1.0583;-1.2205;12.1015;0.1809;0.1532;9.8038;0.1373;-0.7263;1.9808;-0.1472;0.5182;0.402;3158.0;-7.56;-37.36;-37.7;154.01;-22.44;2.54;2.0;990.71;21.721;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12311;2017-04-10 18:23:54:766
-0.4972;3.4412;12.6957;0.1809;0.1532;9.8038;-0.3309;1.1825;3.9731;0.5175;-0.2925;0.2881;3158.0;-6.29;-38.25;-37.41;158.28;-22.1;3.98;2.0;990.72;21.721;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12411;2017-04-10 18:23:54:866
-1.2796;0.8714;9.3106;-0.1484;-0.4185;9.7966;0.055;1.7975;0.3828;-0.3645;0.0207;-0.3053;3158.0;-6.29;-38.25;-37.41;158.28;-22.1;3.98;2.0;990.74;21.736;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12510;2017-04-10 18:23:54:965
1.0061;-1.128;5.3985;-0.1137;-0.1371;9.805;0.3114;0.7791;-3.2376;-0.3645;0.0207;-0.3053;3158.0;-6.65;-38.66;-36.8;157.88;-22.59;2.99;2.0;990.74;21.736;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12610;2017-04-10 18:23:55:065
1.1719;-0.3584;9.3986;0.017;-0.1075;9.806;1.5193;-0.6164;-0.9948;0.0456;0.01;0.1751;3158.0;-7.94;-38.92;-37.4;155.38;-23.21;2.84;2.0;990.7;21.736;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12711;2017-04-10 18:23:55:166
-0.1883;0.3195;12.4343;-0.1499;0.0747;9.8052;1.5193;-0.6164;-0.9948;-0.0822;-0.072;0.0548;3096.0;-7.94;-38.92;-37.4;155.38;-23.21;2.84;2.0;990.7;21.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12811;2017-04-10 18:23:55:266
-4.5933;3.2184;18.7651;-0.1903;0.4507;9.7944;0.1022;0.4694;3.1813;-0.6649;-0.2073;-0.1455;3096.0;-9.36;-39.04;-37.57;154.29;-22.45;2.17;2.0;990.72;21.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;12911;2017-04-10 18:23:55:366
-2.3423;-2.0346;7.6231;0.2638;-0.5211;9.7892;-2.3674;1.8515;0.9629;0.7412;-0.1114;0.2135;3189.0;-9.93;-39.11;-38.08;154.47;-19.59;2.32;2.0;990.72;21.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13010;2017-04-10 18:23:55:465
1.1203;0.9056;7.0749;0.2638;-0.5211;9.7892;-1.6153;-1.6429;-2.6836;-0.1153;0.0335;-0.2158;3189.0;-9.93;-39.11;-38.08;154.47;-19.59;2.32;2.0;990.72;21.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13111;2017-04-10 18:23:55:566
1.1849;-1.7172;6.3804;0.347;-0.284;9.7964;0.4877;-0.7892;-3.1809;-0.0492;0.2998;-0.0763;3145.0;-9.89;-39.35;-37.92;151.0;-21.96;3.52;2.0;990.72;21.713;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13211;2017-04-10 18:23:55:666
1.088;-1.1962;10.0238;0.1607;0.0124;9.8053;1.2058;-1.1086;0.2733;-0.0492;0.2998;-0.0763;3145.0;-9.89;-39.35;-37.92;151.0;-21.96;3.52;2.0;990.72;21.713;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13311;2017-04-10 18:23:55:766
-1.2546;-0.2403;15.6955;-0.1914;0.1219;9.804;-0.382;-1.0994;4.1267;-0.3464;0.0324;0.2444;3145.0;-8.16;-39.23;-37.78;153.49;-22.35;4.45;2.0;990.72;21.713;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13411;2017-04-10 18:23:55:866
-1.3542;3.8951;14.307;-0.1897;-0.1466;9.8037;-0.382;-1.0994;4.1267;-0.1046;-0.2339;0.009;3145.0;-8.16;-39.23;-37.78;153.49;-22.35;4.45;2.0;990.75;21.499;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13511;2017-04-10 18:23:55:966
-0.1182;-2.2612;5.1063;-0.2585;-0.2403;9.8003;-1.4397;3.2781;3.8664;-0.0492;-0.4502;0.1219;3107.0;-6.95;-38.76;-37.66;157.44;-22.61;2.96;2.0;990.75;21.499;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13611;2017-04-10 18:23:56:066
0.6634;0.9614;6.3662;-0.2585;-0.2403;9.8003;-0.8245;0.5808;-1.8686;-0.0577;0.3317;0.0292;3107.0;-6.95;-38.76;-37.66;157.44;-22.61;2.96;2.0;990.75;21.499;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13711;2017-04-10 18:23:56:166
1.296;-1.0398;8.0216;-0.0909;-0.0222;9.8062;1.625;-0.9887;-2.3557;-0.0375;-0.2265;0.0047;3107.0;-6.78;-38.28;-37.18;157.94;-22.53;2.37;2.0;990.73;20.842;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13811;2017-04-10 18:23:56:266
0.3279;0.1856;12.6479;-0.1118;-0.0738;9.8057;0.1859;-0.3918;1.8627;-0.0375;-0.2265;0.0047;3107.0;-6.78;-38.28;-37.18;157.94;-22.53;2.37;2.0;990.73;20.842;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;13911;2017-04-10 18:23:56:366
-2.4578;5.2267;16.7384;-0.0234;0.0951;9.8062;-2.9439;2.4389;6.252;-0.0141;0.1187;-0.0102;3107.0;-7.54;-37.75;-36.68;156.7;-22.68;1.54;2.0;990.73;20.842;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;14011;2017-04-10 18:23:56:466
-0.7037;-1.3796;6.7816;0.0181;-0.1286;9.8058;-2.9439;2.4389;6.252;0.6091;0.1847;-0.3586;3107.0;-7.54;-37.75;-36.68;156.7;-22.68;1.54;2.0;990.73;21.377;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;14111;2017-04-10 18:23:56:566
1.1641;-0.2135;6.1009;0.1299;0.0226;9.8058;-2.6356;1.834;0.9622;-0.127;0.0878;-0.3916;3107.0;-7.8;-37.62;-36.29;156.84;-23.41;1.32;2.0;990.73;21.377;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;14212;2017-04-10 18:23:56:667
0.6269;-1.9289;6.4594;0.3874;0.143;9.798;0.6222;-0.1549;-3.2167;-0.1121;0.3648;0.0143;3107.0;-7.8;-37.62;-36.29;156.84;-23.41;1.32;2.0;990.73;21.377;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;14311;2017-04-10 18:23:56:766
1.002;-1.2254;9.979;0.3874;0.143;9.798;0.8168;-1.7551;-2.3334;-0.291;-0.1796;-0.1285;3107.0;-6.97;-38.26;-36.0;155.44;-23.51;3.95;2.0;990.69;21.377;42.31756;-83.23037;493.55;NaN;;6.55;32.258064;145.4;15 / 20;14410;2017-04-10 18:23:56:865
-0.5039;0.8197;16.5268;-0.1478;0.1565;9.8043;-0.6435;-0.0081;4.6531;0.1681;0.5299;0.4521;3107.0;-6.97;-38.26;-36.0;155.44;-23.51;3.95;2.0;990.73;22.07;42.31756;-83.23037;493.55;NaN;;6.55;32.258064;145.4;15 / 20;14510;2017-04-10 18:23:56:965
1.2447;5.4682;15.5191;-0.0856;0.2207;9.8038;0.6779;-1.5446;3.163;0.1681;0.5299;0.4521;3270.0;-5.74;-39.19;-36.05;160.04;-22.32;3.52;2.0;990.73;22.07;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;14612;2017-04-10 18:23:57:067
0.0711;0.9606;7.2727;-0.4838;-0.0342;9.7946;-0.0956;1.323;-0.6951;0.5431;-0.6515;0.1741;3270.0;-5.74;-39.19;-36.05;160.04;-22.32;3.52;2.0;990.71;22.07;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;14711;2017-04-10 18:23:57:166
0.3151;-0.4341;5.7515;0.053;-0.058;9.8063;-0.0956;1.323;-0.6951;0.0573;-0.0539;0.205;3270.0;-5.17;-38.33;-37.11;166.14;-21.52;0.58;2.0;990.71;20.744;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;14811;2017-04-10 18:23:57:266
1.7983;-2.0677;5.5016;0.1218;-0.0893;9.8055;0.3463;-0.5997;-4.0886;-0.0364;0.189;0.1336;3106.0;-5.3;-37.61;-37.52;166.14;-21.52;0.58;2.0;990.71;20.744;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;14911;2017-04-10 18:23:57:366
0.9385;0.5667;10.252;0.1218;-0.0893;9.8055;0.7567;-0.535;-0.1287;-0.6426;0.2689;-0.0624;3106.0;-5.92;-37.2;-37.98;161.2;-22.2;1.2;2.0;990.71;20.744;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;15011;2017-04-10 18:23:57:466
-3.5535;3.9122;16.9369;-0.0981;0.6903;9.7818;0.5284;0.591;2.9813;0.1777;-0.3287;-0.1423;3106.0;-5.92;-37.2;-37.98;161.2;-22.2;1.2;2.0;990.72;21.611;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;15111;2017-04-10 18:23:57:566
-3.0447;1.7158;10.8431;-0.4193;0.6227;9.7779;-1.5772;2.5165;3.1784;0.1777;-0.3287;-0.1423;3106.0;-6.75;-36.49;-38.39;162.76;-17.95;-0.01;2.0;990.72;21.611;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;15210;2017-04-10 18:23:57:665
0.5163;0.2219;7.8852;0.075;0.0337;9.8063;0.1767;-0.2516;-2.4547;0.1819;0.0857;-0.0187;3067.0;-6.75;-36.49;-38.39;162.76;-17.95;-0.01;2.0;990.74;21.611;42.31756;-83.23037;493.55;606.0007059736146;;6.55;32.258064;145.4;15 / 20;15311;2017-04-10 18:23:57:766
0.2541;-1.8958;6.5013;0.075;0.0337;9.8063;0.1767;-0.2516;-2.4547;0.322;0.0711;0.0024;3067.0;-7.0;-35.81;-38.44;162.04;-17.89;0.49;2.0;990.74;21.611;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15410;2017-04-10 18:23:57:865
0.0119;-2.5255;9.5526;0.2321;-0.2394;9.801;-0.0585;-0.7242;-2.8975;0.0831;-0.0573;0.0842;3067.0;-7.0;-35.81;-38.44;162.04;-17.89;0.49;2.0;990.75;26.026;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15510;2017-04-10 18:23:57:965
0.9865;-0.3148;12.0368;0.1318;-0.2223;9.8032;0.386;-1.7068;-0.9698;-0.1813;0.2387;0.1361;3067.0;-6.81;-34.95;-38.3;159.72;-19.37;0.84;2.0;990.73;26.026;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15611;2017-04-10 18:23:58:066
0.4338;4.5787;13.2221;-0.3221;0.4526;9.7909;0.1123;-0.6488;2.8158;0.5607;-0.138;0.4473;3067.0;-6.81;-34.95;-38.3;159.72;-19.37;0.84;2.0;990.73;26.026;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15711;2017-04-10 18:23:58:166
-1.0587;-0.5701;7.7007;-0.2411;-0.2625;9.8002;0.1589;-0.5219;-1.8972;0.5607;-0.138;0.4473;3107.0;-7.05;-34.46;-38.38;162.43;-16.23;-0.04;2.0;990.75;30.848;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15811;2017-04-10 18:23:58:266
0.7334;-0.2894;5.935;0.0457;-0.051;9.8064;0.7246;-0.2254;-3.6874;-0.3427;0.1393;-0.1326;3107.0;-7.05;-34.46;-38.38;162.43;-16.23;-0.04;2.0;990.75;30.848;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;15911;2017-04-10 18:23:58:366
1.5129;-1.4295;5.8068;-0.2077;-0.0773;9.8041;1.4675;-1.3816;-3.8456;0.0973;0.0294;0.2094;3173.0;-8.34;-33.7;-38.7;159.34;-16.6;0.13;2.0;990.75;30.848;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;16011;2017-04-10 18:23:58:466
-0.054;-0.5352;11.4757;-0.2077;-0.0773;9.8041;1.4675;-1.3816;-3.8456;-0.1025;0.0061;-0.1057;3173.0;-8.34;-33.7;-38.7;159.34;-16.6;0.13;2.0;990.75;23.299;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;16111;2017-04-10 18:23:58:566
-0.3616;-0.4165;12.7363;-0.248;0.0424;9.8034;0.0543;-0.7671;1.9973;-0.6475;-0.3569;-0.4983;3359.0;-9.6;-32.17;-39.47;155.41;-15.85;-1.19;2.0;990.72;23.299;42.317535;-83.23033;487.1;606.0007059736146;;5.98;32.258064;149.4;14 / 20;16211;2017-04-10 18:23:58:666
